1,0,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1
1,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1
1,2,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1
1,3,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1
2,4,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2
2,5,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2
2,6,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2
2,7,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2
3,8,1.0,64000000000,3,1.0,64000000000,3,1.0,64000000000,3,1.0,64000000000,3,1.0,64000000000,3,1.0,64000000000,3,1.0,64000000000,3,1.0,64000000000,3,1.0,64000000000,3
1,0,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1
1,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1
1,2,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1
1,3,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1
2,4,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2
2,5,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2
2,6,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2
2,7,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2
3,8,1.0,64000000000,3,1.0,64000000000,3,1.0,64000000000,3,1.0,64000000000,3,1.0,64000000000,3,1.0,64000000000,3,1.0,64000000000,3,1.0,64000000000,3,1.0,64000000000,3
1,0,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1
1,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1
1,2,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1
1,3,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1
2,4,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2
2,5,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2
2,6,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2
2,7,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2
3,8,2.0,128000000000,3,2.0,128000000000,3,2.0,128000000000,3,2.0,128000000000,3,2.0,128000000000,3,2.0,128000000000,3,2.0,128000000000,3,2.0,128000000000,3,2.0,128000000000,3
1,0,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1
1,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1
1,2,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1
1,3,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1,1.0,64000000000,1
2,4,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2,1.0,64000000000,2
